Customer,Risk,Amount
SME,Low,282516
Corporation,High,222141
Instituition,Low,281500
Corporation,Low,396163
Corporation,Low,166739
Instituition,Low,238072
Instituition,Low,217875
SME,Low,177313
Instituition,High,385804
SME,High,471982
Corporation,Medium,169601
Instituition,Medium,106816
SME,High,145801
Individual,High,104780
SME,High,169396
SME,Medium,252958
Individual,Low,157467
SME,Low,497159
Corporation,Low,46383
SME,High,496646
Corporation,Medium,155044
SME,Medium,476860
SME,High,231494
Corporation,Low,134085
SME,Low,106979
SME,Medium,32332
Individual,Low,211675
Instituition,High,30935
SME,High,539275
Individual,Medium,463404
Individual,High,34218
Corporation,Medium,423266
Individual,Medium,473222
Instituition,High,230958
Individual,High,218453
Corporation,Medium,357308
Instituition,Low,82344
Individual,Low,393554
Corporation,Medium,192321
Instituition,Low,106275
Individual,Low,299611
Corporation,Medium,55376
Individual,Medium,383436
Individual,Medium,151652
Corporation,High,214817
Corporation,High,331323
Individual,Low,242970
Corporation,Low,267340
SME,High,375631
SME,High,357778
SME,High,416779
Instituition,Medium,249240
Instituition,Medium,179604
Corporation,Low,433516
Corporation,Medium,173104
SME,Medium,169848
Individual,Low,339595
Corporation,Low,464616
Corporation,High,434708
Instituition,Medium,210122
Individual,Medium,328013
Individual,Low,496299
Instituition,Low,449808
SME,High,459254
SME,High,153804
Instituition,High,111594
SME,Medium,172660
SME,High,354175
Corporation,Low,459171
Instituition,High,370528
Corporation,Low,47971
Corporation,Medium,295719
SME,Medium,473176
Corporation,Medium,370209
Instituition,Medium,151720
Instituition,Medium,462987
Instituition,High,152664
SME,Medium,175712
Individual,High,282769
SME,High,340894
Individual,High,437868
Individual,Medium,516773
SME,Low,301524
Individual,High,71631
Individual,High,154341
SME,Medium,544809
Individual,Medium,558550
Instituition,Medium,286638
Individual,Medium,387068
Instituition,Low,387500
Individual,Medium,82492
SME,Medium,223973
Instituition,Low,78945
Individual,High,59391
Corporation,Low,409095
Corporation,Low,146122
Instituition,Low,547898
SME,Medium,449094
Instituition,High,225277
SME,Medium,501735
SME,High,220686
Individual,Low,296655
Individual,High,390364
Instituition,High,562496
Corporation,Medium,219101
Instituition,Low,213020
Individual,Low,499971
Corporation,Medium,369703
Instituition,Low,124189
SME,Medium,304928
SME,Low,564923
Instituition,High,595897
SME,Medium,457241
Individual,Medium,487258
SME,Medium,572022
Individual,Low,593148
Individual,Medium,93707
Instituition,Medium,52710
Instituition,Low,558061
Individual,Medium,105179
Individual,Medium,171674
Corporation,High,116413
Corporation,Low,111460
Corporation,Low,518479
Instituition,Medium,451849
Individual,Medium,33853
Instituition,High,398814
SME,Medium,216435
Corporation,Low,108377
SME,Low,563497
Instituition,High,185009
Instituition,Low,294085
Instituition,Medium,145935
Corporation,Low,452702
SME,High,71453
Instituition,High,268443
SME,Medium,133888
Corporation,High,41716
Corporation,Medium,406893
Individual,High,448044
Individual,Medium,257755
SME,Low,373884
Individual,Medium,558331
SME,Medium,87103
Corporation,Low,536690
SME,Low,420694
Corporation,Low,149887
Corporation,Low,273076
Instituition,High,559463
Instituition,High,317816
Individual,Low,543468
Instituition,Medium,570993
Individual,Low,85398
Individual,Low,37149
Instituition,Low,556306
Corporation,Medium,487703
Instituition,High,218569
Corporation,Medium,400182
SME,Medium,251939
Corporation,Low,425081
Instituition,Medium,494629
Corporation,High,348846
SME,Low,251865
SME,High,269883
Corporation,Medium,387918
Instituition,Low,105811
Individual,Low,345918
Individual,High,402874
Individual,Medium,43809
SME,Low,490466
Instituition,Low,560187
SME,High,263596
SME,Low,354488
Individual,Medium,150589
Corporation,High,580876
Corporation,Low,132337
SME,Low,28156
Individual,High,434025
SME,Medium,414467
Individual,High,558494
Instituition,High,319553
Individual,Low,210169
SME,Low,322358
SME,High,375632
Individual,Low,301364
Individual,High,88934
Corporation,Medium,56394
SME,Medium,369966
Corporation,Low,428747
Corporation,Medium,263944
Instituition,Medium,248882
SME,High,456175
Corporation,Low,296046
Corporation,Low,202196
Instituition,High,31033
Instituition,Low,487980
Instituition,Low,442576
Instituition,Low,542995
SME,Low,286782
Individual,Low,71573
SME,Medium,392053
SME,High,475293
SME,Low,109258
Corporation,High,481123
Instituition,High,124252
Corporation,High,246139
Corporation,Low,527656
Individual,Medium,360303
Corporation,High,539241
Instituition,High,100607
Instituition,Low,36638
SME,Low,218045
SME,High,226936
Instituition,Medium,325245
SME,Low,288266
Instituition,High,369255
Individual,High,313542
Individual,Medium,461215
SME,Medium,448457
Corporation,Low,148478
SME,High,153288
Corporation,Medium,253546
Individual,Low,379410
SME,Low,46359
Corporation,High,141851
Individual,Low,337948
Instituition,Low,407325
Instituition,Medium,439858
Individual,Medium,481719
Corporation,Low,293269
Instituition,Medium,586695
Corporation,Low,262784
Instituition,High,160457
Corporation,Medium,546761
SME,Medium,351955
SME,Medium,143618
Individual,High,128900
SME,High,361918
Instituition,Low,31119
Corporation,Medium,138964
Individual,High,234731
Individual,Low,99355
Individual,Medium,567081
Corporation,Low,367831
Instituition,Medium,520076
Individual,Medium,307395
Individual,Low,280681
Individual,Medium,173338
Corporation,Medium,407163
Corporation,High,233571
Individual,High,341128
Individual,High,190613
Instituition,Low,552065
SME,Medium,87195
Individual,High,217076
Corporation,Medium,131515
Instituition,Low,559500
Corporation,High,597208
SME,Medium,248160
Instituition,High,77063
Individual,High,112728
Instituition,Medium,153539
SME,Medium,231652
Instituition,High,381517
Corporation,High,164180
Instituition,High,579447
Individual,Low,569000
Individual,Medium,277183
Instituition,Medium,415415
Individual,High,542611
Individual,High,102103
Instituition,High,206938
Instituition,High,293738
Instituition,Medium,263427
SME,High,420080
Instituition,Low,529647
Individual,High,358670
Individual,Low,449114
Individual,High,182701
SME,High,313845
Corporation,High,295272
Corporation,Medium,115292
Corporation,Medium,535048
Corporation,Medium,53647
Individual,Medium,76140
SME,Low,392452
Instituition,High,296612
Corporation,High,408721
Instituition,Low,67413
SME,High,48216
SME,Low,398635
Instituition,Medium,52757
Individual,High,534925
Instituition,Low,280181
Instituition,Low,46534
Corporation,Medium,537697
Individual,Medium,356654
Corporation,High,287191
Corporation,High,511245
Corporation,Low,490386
Instituition,Low,332815
Instituition,High,440846
Individual,Medium,110499
Corporation,Medium,587039
SME,Medium,135199
SME,High,420538
Corporation,Medium,161004
Individual,Medium,536416
SME,Medium,326567
Individual,Medium,364892
Instituition,High,178051
Individual,High,384329
SME,Medium,215585
SME,Low,93734
Corporation,Low,185410
Corporation,Medium,567831
Corporation,High,491942
Corporation,Medium,33398
Instituition,Medium,230622
Instituition,Low,39520
Individual,Medium,500235
SME,Medium,213377
Individual,Medium,322718
SME,Medium,223403
Individual,Low,208374
Instituition,Low,501851
Individual,High,423184
Instituition,Medium,81490
Instituition,High,547344
SME,Medium,348313
SME,High,100530
Instituition,Medium,298960
Instituition,High,510637
Instituition,High,416188
Instituition,Medium,544165
SME,High,406540
SME,Medium,314854
SME,High,467792
Individual,Low,513057
Instituition,High,201046
Instituition,High,459012
Corporation,Medium,153658
Instituition,Low,323036
Individual,Low,571230
Instituition,Low,31850
Instituition,Low,308770
Corporation,Low,154594
Individual,Low,506670
Instituition,High,375876
Corporation,Low,503111
Individual,Low,286047
Corporation,Low,132087
Corporation,Medium,246117
SME,Low,480804
Individual,Low,214420
Instituition,High,255862
Individual,Medium,137994
Instituition,High,93089
SME,Medium,25196
SME,High,138228
Instituition,High,412982
Instituition,High,111326
Corporation,Low,447037
SME,Low,70963
Instituition,Low,106164
Individual,Low,274358
SME,Medium,31382
Individual,Low,491126
Corporation,Medium,505047
Corporation,Medium,78790
Individual,High,381227
SME,Low,368269
Individual,Medium,55572
SME,High,524923
Corporation,High,425460
Corporation,Low,129289
Corporation,Low,413964
Corporation,Medium,162519
Instituition,High,207456
Individual,Low,525778
Individual,Low,380633
Instituition,High,45217
Corporation,Low,497219
Individual,Low,182728
Individual,Medium,428725
Individual,Medium,500106
SME,Low,229949
SME,Medium,231922
SME,Medium,181747
Individual,High,486382
Instituition,Medium,321115
Instituition,High,576127
Individual,High,380517
Instituition,Low,176334
SME,Low,151909
Corporation,Medium,146079
Corporation,Medium,594730
Instituition,Medium,455146
Instituition,Medium,249735
Instituition,High,323196
Individual,Low,357281
SME,Low,403699
SME,High,319171
Individual,Medium,314212
Corporation,Low,76647
Instituition,Medium,398137
Instituition,Medium,275248
Instituition,Medium,140734
Instituition,High,187988
Corporation,High,266297
Instituition,High,197986
Instituition,Low,512185
Instituition,Low,61437
Individual,High,221841
SME,Medium,435173
Instituition,High,29248
Instituition,Medium,136410
Instituition,Medium,452167
Corporation,High,565059
Individual,Medium,380710
SME,High,145626
Instituition,Medium,366168
SME,High,48040
SME,High,541773
Corporation,Low,337101
SME,Low,393679
SME,Medium,239991
SME,Medium,164807
Individual,Medium,425247
Instituition,Medium,575492
Instituition,Medium,181957
Instituition,Medium,51753
Individual,High,479265
Individual,Low,230754
Instituition,Medium,535470
Corporation,Low,445743
Corporation,Low,380387
SME,High,133060
Corporation,Low,561523
Individual,Medium,152166
SME,High,339996
Individual,Medium,423056
SME,High,498121
Instituition,Low,198589
SME,High,327420
SME,High,113517
SME,High,163023
SME,Low,448143
Corporation,High,155063
SME,Medium,217156
Corporation,Medium,59267
Individual,High,237085
Individual,Medium,304446
Instituition,High,565192
Corporation,Medium,92959
SME,Low,207273
Corporation,Low,455032
Instituition,Medium,596157
SME,Medium,379036
Instituition,Low,326186
Instituition,Low,168696
Instituition,Medium,461911
Corporation,Medium,378620
Corporation,High,167519
Corporation,Low,419570
Instituition,Medium,320734
Individual,Low,472795
Individual,Low,144041
Corporation,Medium,213469
Individual,Low,347366
Instituition,Low,83481
SME,High,159126
Instituition,High,158350
Instituition,Low,553337
Corporation,High,250262
SME,Medium,201545
Individual,Low,393424
Corporation,Low,229841
Individual,Low,549035
Corporation,Medium,545959
Instituition,Medium,434951
Instituition,High,125113
SME,Low,438072
Instituition,High,366751
SME,Low,421877
Corporation,High,449675
Individual,Low,175750
Individual,Low,45544
Individual,High,438397
Instituition,Low,314320
Instituition,Low,352265
Individual,High,511674
SME,High,348221
Corporation,High,33755
Corporation,High,209256
SME,Medium,293410
Individual,Medium,49167
Individual,Low,435395
Individual,Low,470616
Instituition,High,437132
Corporation,Low,210000
SME,Medium,337726
Instituition,Medium,542935
SME,High,134581
SME,High,507745
SME,High,98185
Instituition,Low,568624
Corporation,Low,103545
Individual,High,214386
SME,High,591508
Corporation,Medium,427019
Instituition,High,79670
Corporation,Medium,300677
Instituition,Low,206769
Corporation,Low,332190
Corporation,Medium,521525
Individual,Low,392556
SME,Medium,194412
Instituition,Low,237235
Instituition,High,29682
Instituition,High,572498
Corporation,Low,397503
Individual,Medium,200392
Individual,Medium,105095
SME,High,74387
SME,High,327446
Corporation,High,570033
Corporation,Medium,581349
Individual,Medium,103194
Corporation,High,68779
Corporation,Medium,486046
SME,Medium,539303
Instituition,Medium,432305
Instituition,Medium,483165
Individual,Low,598697
Corporation,Medium,169108
SME,Low,556333
Corporation,High,108399
Instituition,Medium,118712
SME,Low,288170
SME,High,45110
SME,Medium,341354
Instituition,High,498549
Corporation,Medium,28911
Individual,Low,145562
Corporation,Medium,373451
Corporation,Low,126165
Instituition,Low,313498
SME,High,92119
SME,Medium,162326
SME,High,559758
SME,High,43309
Corporation,Medium,28791
SME,High,579584
SME,Medium,463120
Instituition,High,72464
Instituition,Low,277578
SME,Low,201324
Instituition,High,486358
Instituition,Medium,199448
Individual,Low,183142
SME,Low,365157
SME,Medium,366464
Corporation,Low,440846
Instituition,High,68737
Corporation,Medium,373502
Individual,High,380889
SME,Medium,482198
SME,High,279918
SME,Low,394338
Corporation,Low,246963
Corporation,Medium,410312
Individual,Low,399918
Corporation,Low,451327
Corporation,Medium,508851
Individual,High,422608
Corporation,Medium,179664
SME,Low,523297
Corporation,High,369058
Individual,Low,435903
Instituition,High,482039
Individual,Low,183777
